;min;mean;max;best;generacion
10;162.2854036186608;193.00041798062915;214.90513340726193;[5, 8, 12, 6, 14, 8, 10, 14, 0];[[3, 7, 13, 6, 15, 9, 10, 15, 0], [3, 7, 13, 6, 15, 10, 10, 18, 0], [3, 7, 13, 6, 15, 10, 10, 15, 0], [3, 7, 13, 6, 15, 10, 12, 15, 0], [3, 7, 13, 6, 15, 10, 10, 14, 0], [3, 7, 13, 6, 15, 10, 10, 15, 0], [5, 7, 13, 6, 15, 10, 10, 15, 0], [5, 7, 13, 6, 15, 10, 10, 15, 0], [5, 7, 13, 6, 15, 10, 10, 15, 0], [3, 7, 13, 6, 15, 9, 10, 15, 0], [3, 7, 13, 6, 15, 10, 10, 18, 0], [3, 7, 13, 6, 15, 10, 12, 15, 0], [3, 7, 13, 6, 15, 10, 10, 14, 0], [5, 7, 13, 6, 15, 10, 10, 15, 0], [5, 7, 13, 6, 15, 10, 10, 15, 0], [5, 7, 13, 6, 15, 10, 10, 15, 0]] 
11;162.2854036186608;193.00041798062915;214.90513340726193;[5, 8, 12, 6, 14, 8, 10, 14, 0];[[5, 7, 13, 6, 15, 10, 10, 18, 0], [5, 7, 13, 6, 15, 10, 10, 15, 0], [5, 7, 13, 6, 15, 10, 12, 15, 0], [5, 5, 13, 6, 15, 10, 10, 15, 0], [5, 7, 13, 5, 15, 10, 10, 15, 0], [5, 7, 13, 6, 14, 10, 10, 15, 0], [3, 7, 13, 6, 15, 10, 10, 16, 0], [3, 7, 13, 6, 15, 10, 10, 16, 0], [3, 7, 13, 6, 15, 10, 10, 16, 0], [5, 7, 13, 6, 15, 10, 10, 18, 0], [5, 7, 13, 6, 15, 10, 12, 15, 0], [5, 5, 13, 6, 15, 10, 10, 15, 0], [5, 7, 13, 5, 15, 10, 10, 15, 0], [5, 7, 13, 6, 14, 10, 10, 15, 0], [3, 7, 13, 6, 15, 10, 10, 16, 0]] 
12;162.2854036186608;193.00041798062915;214.90513340726193;[5, 8, 12, 6, 14, 8, 10, 14, 0];[[3, 7, 13, 6, 15, 10, 12, 16, 0], [3, 7, 13, 5, 15, 10, 10, 16, 0], [3, 7, 13, 6, 15, 10, 10, 15, 0], [3, 7, 13, 6, 15, 10, 10, 17, 0], [3, 7, 13, 6, 15, 10, 10, 16, 1], [3, 7, 13, 6, 15, 10, 10, 14, 0], [3, 8, 13, 6, 15, 9, 10, 16, 0], [3, 8, 13, 6, 15, 9, 10, 16, 0], [3, 8, 13, 6, 15, 9, 10, 16, 0], [3, 7, 13, 6, 15, 10, 12, 16, 0], [3, 7, 13, 5, 15, 10, 10, 16, 0], [3, 7, 13, 6, 15, 10, 10, 17, 0], [3, 7, 13, 6, 15, 10, 10, 16, 1], [3, 8, 13, 6, 15, 9, 10, 16, 0], [3, 8, 13, 6, 15, 9, 10, 16, 0], [3, 8, 13, 6, 15, 9, 10, 16, 0]] 
13;162.2854036186608;193.00041798062915;214.90513340726193;[5, 8, 12, 6, 14, 8, 10, 14, 0];[[3, 8, 15, 6, 15, 9, 10, 16, 0], [3, 5, 13, 6, 15, 9, 10, 16, 0], [3, 8, 13, 6, 14, 9, 10, 16, 0], [3, 8, 13, 6, 15, 9, 10, 16, 1], [3, 8, 13, 6, 15, 8, 10, 16, 0], [3, 8, 13, 6, 15, 9, 10, 16, 0], [3, 8, 15, 6, 15, 8, 11, 16, 0], [3, 8, 15, 6, 15, 8, 11, 16, 0], [3, 8, 15, 6, 15, 8, 11, 16, 0], [3, 8, 15, 6, 15, 9, 10, 16, 0], [3, 5, 13, 6, 15, 9, 10, 16, 0], [3, 8, 13, 6, 14, 9, 10, 16, 0], [3, 8, 13, 6, 15, 9, 10, 16, 1], [3, 8, 13, 6, 15, 8, 10, 16, 0], [3, 8, 15, 6, 15, 8, 11, 16, 0], [3, 8, 15, 6, 15, 8, 11, 16, 0], [3, 8, 15, 6, 15, 8, 11, 16, 0]] 
14;162.2854036186608;193.00041798062915;214.90513340726193;[5, 8, 12, 6, 14, 8, 10, 14, 0];[[3, 8, 15, 6, 15, 10, 11, 16, 0], [3, 8, 15, 6, 15, 8, 11, 16, 0], [3, 8, 15, 6, 12, 8, 11, 16, 0], [3, 8, 15, 6, 14, 8, 11, 16, 0], [3, 8, 15, 6, 12, 8, 11, 16, 0], [3, 8, 15, 6, 12, 8, 11, 16, 0], [3, 8, 15, 6, 15, 8, 11, 16, 1], [3, 8, 15, 6, 15, 8, 11, 16, 1], [3, 8, 15, 6, 15, 8, 11, 16, 1], [3, 8, 15, 6, 15, 10, 11, 16, 0], [3, 8, 15, 6, 12, 8, 11, 16, 0], [3, 8, 15, 6, 14, 8, 11, 16, 0], [3, 8, 15, 6, 12, 8, 11, 16, 0], [3, 8, 15, 6, 12, 8, 11, 16, 0], [3, 8, 15, 6, 15, 8, 11, 16, 1], [3, 8, 15, 6, 15, 8, 11, 16, 1], [3, 8, 15, 6, 15, 8, 11, 16, 1]] 
15;162.2854036186608;193.00041798062915;214.90513340726193;[5, 8, 12, 6, 14, 8, 10, 14, 0];[[3, 8, 15, 6, 15, 8, 11, 18, 1], [3, 8, 15, 6, 15, 8, 11, 16, 1], [3, 8, 15, 6, 15, 8, 11, 16, 1], [3, 8, 12, 6, 15, 8, 11, 16, 1], [3, 8, 15, 6, 15, 8, 11, 16, 1], [3, 8, 15, 6, 15, 8, 11, 16, 1], [3, 8, 15, 5, 15, 8, 11, 16, 1], [3, 8, 15, 5, 15, 8, 11, 16, 1], [3, 8, 15, 5, 15, 8, 11, 16, 1], [3, 8, 15, 6, 15, 8, 11, 18, 1], [3, 8, 12, 6, 15, 8, 11, 16, 1], [3, 8, 15, 5, 15, 8, 11, 16, 1], [3, 8, 15, 5, 15, 8, 11, 16, 1], [3, 8, 15, 5, 15, 8, 11, 16, 1]] 
16;162.2854036186608;193.00041798062915;214.90513340726193;[5, 8, 12, 6, 14, 8, 10, 14, 0];[[3, 8, 15, 5, 15, 8, 11, 16, 1], [3, 8, 15, 5, 15, 8, 11, 16, 1], [3, 8, 15, 5, 15, 10, 11, 16, 1], [3, 8, 15, 5, 15, 8, 11, 16, 1], [3, 8, 15, 5, 15, 8, 11, 16, 1], [3, 8, 12, 5, 15, 8, 11, 16, 1], [4, 8, 15, 5, 15, 8, 11, 16, 1], [4, 8, 15, 5, 15, 8, 11, 16, 1], [4, 8, 15, 5, 15, 8, 11, 16, 1], [3, 8, 15, 5, 15, 10, 11, 16, 1], [3, 8, 12, 5, 15, 8, 11, 16, 1], [4, 8, 15, 5, 15, 8, 11, 16, 1], [4, 8, 15, 5, 15, 8, 11, 16, 1]] 
17;162.2854036186608;193.00041798062915;214.90513340726193;[5, 8, 12, 6, 14, 8, 10, 14, 0];[[4, 8, 15, 5, 15, 8, 11, 16, 1], [3, 8, 15, 5, 15, 8, 11, 16, 1], [5, 8, 15, 5, 15, 8, 11, 16, 1], [3, 8, 15, 5, 15, 8, 11, 16, 1], [4, 8, 15, 6, 15, 8, 11, 16, 1], [4, 8, 15, 5, 15, 8, 11, 16, 1], [4, 8, 15, 5, 15, 8, 11, 15, 1], [4, 8, 15, 5, 15, 8, 11, 15, 1], [4, 8, 15, 5, 15, 8, 11, 15, 1], [5, 8, 15, 5, 15, 8, 11, 16, 1], [4, 8, 15, 6, 15, 8, 11, 16, 1], [4, 8, 15, 5, 15, 8, 11, 15, 1], [4, 8, 15, 5, 15, 8, 11, 15, 1], [4, 8, 15, 5, 15, 8, 11, 15, 1]] 
18;162.2854036186608;193.00041798062915;214.90513340726193;[5, 8, 12, 6, 14, 8, 10, 14, 0];[[4, 8, 15, 6, 15, 8, 11, 15, 1], [4, 8, 15, 5, 15, 8, 11, 15, 1], [5, 8, 15, 5, 15, 8, 11, 15, 1], [4, 8, 15, 5, 15, 8, 11, 14, 1], [3, 8, 15, 5, 15, 8, 11, 15, 1], [4, 8, 14, 5, 15, 8, 11, 15, 1], [4, 8, 12, 5, 15, 10, 11, 15, 1], [4, 8, 12, 5, 15, 10, 11, 15, 1], [4, 8, 12, 5, 15, 10, 11, 15, 1], [4, 8, 15, 6, 15, 8, 11, 15, 1], [5, 8, 15, 5, 15, 8, 11, 15, 1], [4, 8, 15, 5, 15, 8, 11, 14, 1], [3, 8, 15, 5, 15, 8, 11, 15, 1], [4, 8, 14, 5, 15, 8, 11, 15, 1], [4, 8, 12, 5, 15, 10, 11, 15, 1], [4, 8, 12, 5, 15, 10, 11, 15, 1], [4, 8, 12, 5, 15, 10, 11, 15, 1]] 
19;162.2854036186608;193.00041798062915;214.90513340726193;[5, 8, 12, 6, 14, 8, 10, 14, 0];[[5, 8, 12, 5, 15, 10, 11, 15, 1], [4, 8, 12, 5, 15, 10, 11, 15, 1], [4, 8, 12, 5, 15, 10, 11, 15, 1], [4, 8, 12, 5, 15, 10, 11, 15, 1], [4, 8, 12, 5, 15, 10, 11, 16, 1], [4, 8, 12, 5, 15, 8, 11, 15, 1], [5, 8, 12, 5, 15, 10, 12, 15, 1], [5, 8, 12, 5, 15, 10, 12, 15, 1], [5, 8, 12, 5, 15, 10, 12, 15, 1], [5, 8, 12, 5, 15, 10, 11, 15, 1], [4, 8, 12, 5, 15, 10, 11, 16, 1], [4, 8, 12, 5, 15, 8, 11, 15, 1], [5, 8, 12, 5, 15, 10, 12, 15, 1], [5, 8, 12, 5, 15, 10, 12, 15, 1]] 
20;162.2854036186608;193.00041798062915;214.90513340726193;[5, 8, 12, 6, 14, 8, 10, 14, 0];[[5, 8, 12, 5, 15, 10, 10, 15, 1], [4, 8, 12, 5, 15, 10, 12, 15, 1], [5, 8, 12, 5, 15, 10, 12, 15, 1], [5, 8, 12, 6, 15, 10, 12, 15, 1], [5, 8, 12, 5, 15, 10, 12, 15, 1], [5, 8, 12, 5, 15, 10, 11, 15, 1], [5, 8, 12, 5, 14, 8, 12, 15, 1], [5, 8, 12, 5, 14, 8, 12, 15, 1], [5, 8, 12, 5, 14, 8, 12, 15, 1], [5, 8, 12, 5, 15, 10, 10, 15, 1], [4, 8, 12, 5, 15, 10, 12, 15, 1], [5, 8, 12, 6, 15, 10, 12, 15, 1], [5, 8, 12, 5, 14, 8, 12, 15, 1], [5, 8, 12, 5, 14, 8, 12, 15, 1], [5, 8, 12, 5, 14, 8, 12, 15, 1]] 
21;162.2854036186608;193.00041798062915;214.90513340726193;[5, 8, 12, 6, 14, 8, 10, 14, 0];[[5, 8, 13, 5, 14, 8, 12, 15, 1], [5, 8, 12, 5, 14, 8, 12, 15, 1], [5, 8, 12, 5, 14, 8, 12, 14, 1], [5, 8, 12, 5, 14, 8, 12, 18, 1], [5, 8, 12, 5, 14, 8, 12, 15, 1], [5, 8, 12, 5, 13, 8, 12, 15, 1], [5, 6, 12, 5, 13, 8, 12, 15, 1], [5, 6, 12, 5, 13, 8, 12, 15, 1], [5, 6, 12, 5, 13, 8, 12, 15, 1], [5, 8, 13, 5, 14, 8, 12, 15, 1], [5, 8, 12, 5, 14, 8, 12, 14, 1], [5, 8, 12, 5, 14, 8, 12, 18, 1], [5, 8, 12, 5, 13, 8, 12, 15, 1], [5, 6, 12, 5, 13, 8, 12, 15, 1], [5, 6, 12, 5, 13, 8, 12, 15, 1]] 
22;162.2854036186608;193.00041798062915;214.90513340726193;[5, 8, 12, 6, 14, 8, 10, 14, 0];[[5, 7, 12, 5, 13, 8, 12, 15, 1], [5, 6, 12, 5, 13, 8, 12, 15, 1], [5, 6, 14, 5, 13, 8, 12, 15, 1], [5, 6, 12, 5, 13, 8, 12, 18, 1], [5, 6, 12, 5, 13, 8, 12, 15, 1], [5, 6, 12, 5, 13, 8, 12, 15, 1], [5, 6, 12, 5, 12, 8, 13, 15, 1], [5, 6, 12, 5, 12, 8, 13, 15, 1], [5, 6, 12, 5, 12, 8, 13, 15, 1], [5, 7, 12, 5, 13, 8, 12, 15, 1], [5, 6, 14, 5, 13, 8, 12, 15, 1], [5, 6, 12, 5, 13, 8, 12, 18, 1], [5, 6, 12, 5, 12, 8, 13, 15, 1], [5, 6, 12, 5, 12, 8, 13, 15, 1]] 
23;162.2854036186608;193.00041798062915;214.90513340726193;[5, 8, 12, 6, 14, 8, 10, 14, 0];[[5, 6, 12, 5, 12, 8, 13, 15, 1], [5, 6, 12, 5, 12, 8, 13, 15, 1], [5, 6, 12, 5, 12, 8, 13, 15, 1], [5, 6, 12, 5, 12, 8, 11, 15, 1], [5, 6, 12, 6, 12, 8, 13, 15, 1], [5, 6, 12, 5, 12, 8, 12, 15, 1], [5, 6, 12, 5, 15, 8, 10, 15, 1], [5, 6, 12, 5, 15, 8, 10, 15, 1], [5, 6, 12, 5, 15, 8, 10, 15, 1], [5, 6, 12, 5, 12, 8, 11, 15, 1], [5, 6, 12, 6, 12, 8, 13, 15, 1], [5, 6, 12, 5, 12, 8, 12, 15, 1], [5, 6, 12, 5, 15, 8, 10, 15, 1], [5, 6, 12, 5, 15, 8, 10, 15, 1], [5, 6, 12, 5, 15, 8, 10, 15, 1]] 
24;162.2854036186608;193.00041798062915;214.90513340726193;[5, 8, 12, 6, 14, 8, 10, 14, 0];[[5, 6, 12, 5, 15, 8, 10, 15, 1], [5, 6, 12, 5, 15, 8, 10, 15, 1], [5, 6, 12, 5, 15, 8, 10, 15, 1], [5, 6, 12, 5, 15, 8, 10, 15, 1], [5, 6, 12, 5, 15, 8, 11, 15, 1], [5, 6, 12, 5, 15, 8, 10, 15, 0], [5, 6, 15, 5, 15, 8, 10, 15, 1], [5, 6, 15, 5, 15, 8, 10, 15, 1], [5, 6, 15, 5, 15, 8, 10, 15, 1], [5, 6, 12, 5, 15, 8, 11, 15, 1], [5, 6, 12, 5, 15, 8, 10, 15, 0], [5, 6, 15, 5, 15, 8, 10, 15, 1], [5, 6, 15, 5, 15, 8, 10, 15, 1]] 
25;162.2854036186608;193.00041798062915;214.90513340726193;[5, 8, 12, 6, 14, 8, 10, 14, 0];[[5, 6, 15, 5, 15, 8, 10, 15, 1], [5, 6, 13, 5, 15, 8, 10, 15, 1], [5, 6, 15, 5, 15, 10, 10, 15, 1], [5, 6, 15, 5, 15, 8, 10, 15, 1], [5, 8, 15, 5, 15, 8, 10, 15, 1], [5, 8, 15, 5, 15, 8, 10, 15, 1], [4, 6, 15, 5, 15, 8, 13, 15, 1], [4, 6, 15, 5, 15, 8, 13, 15, 1], [4, 6, 15, 5, 15, 8, 13, 15, 1], [5, 6, 13, 5, 15, 8, 10, 15, 1], [5, 6, 15, 5, 15, 10, 10, 15, 1], [5, 8, 15, 5, 15, 8, 10, 15, 1], [5, 8, 15, 5, 15, 8, 10, 15, 1], [4, 6, 15, 5, 15, 8, 13, 15, 1], [4, 6, 15, 5, 15, 8, 13, 15, 1], [4, 6, 15, 5, 15, 8, 13, 15, 1]] 
26;162.2854036186608;193.00041798062915;214.90513340726193;[5, 8, 12, 6, 14, 8, 10, 14, 0];[[4, 6, 15, 5, 15, 10, 13, 15, 1], [4, 6, 15, 5, 15, 8, 13, 17, 1], [4, 6, 15, 5, 15, 8, 13, 17, 1], [3, 6, 15, 5, 15, 8, 13, 15, 1], [4, 6, 15, 5, 15, 8, 10, 15, 1], [4, 6, 15, 5, 15, 8, 13, 15, 0], [4, 6, 14, 6, 15, 8, 13, 18, 1], [4, 6, 14, 6, 15, 8, 13, 18, 1], [4, 6, 14, 6, 15, 8, 13, 18, 1], [4, 6, 15, 5, 15, 10, 13, 15, 1], [4, 6, 15, 5, 15, 8, 13, 17, 1], [4, 6, 15, 5, 15, 8, 13, 17, 1], [3, 6, 15, 5, 15, 8, 13, 15, 1], [4, 6, 15, 5, 15, 8, 10, 15, 1], [4, 6, 15, 5, 15, 8, 13, 15, 0], [4, 6, 14, 6, 15, 8, 13, 18, 1], [4, 6, 14, 6, 15, 8, 13, 18, 1], [4, 6, 14, 6, 15, 8, 13, 18, 1]] 
27;162.2854036186608;193.00041798062915;214.90513340726193;[5, 8, 12, 6, 14, 8, 10, 14, 0];[[4, 6, 14, 6, 15, 8, 13, 18, 1], [4, 5, 14, 6, 15, 8, 13, 18, 1], [4, 6, 12, 6, 15, 8, 13, 18, 1], [4, 6, 14, 6, 15, 10, 13, 18, 1], [4, 6, 14, 6, 15, 8, 13, 18, 1], [5, 6, 14, 6, 15, 8, 13, 18, 1], [4, 6, 14, 6, 15, 8, 13, 18, 0], [4, 6, 14, 6, 15, 8, 13, 18, 0], [4, 6, 14, 6, 15, 8, 13, 18, 0], [4, 5, 14, 6, 15, 8, 13, 18, 1], [4, 6, 12, 6, 15, 8, 13, 18, 1], [4, 6, 14, 6, 15, 10, 13, 18, 1], [5, 6, 14, 6, 15, 8, 13, 18, 1], [4, 6, 14, 6, 15, 8, 13, 18, 0], [4, 6, 14, 6, 15, 8, 13, 18, 0], [4, 6, 14, 6, 15, 8, 13, 18, 0]] 
28;162.2854036186608;193.00041798062915;214.90513340726193;[5, 8, 12, 6, 14, 8, 10, 14, 0];[[5, 6, 14, 6, 15, 8, 13, 18, 0], [4, 6, 14, 6, 15, 9, 13, 18, 0], [4, 6, 12, 6, 15, 8, 13, 18, 0], [5, 6, 14, 6, 15, 8, 13, 18, 0], [4, 6, 14, 6, 15, 8, 13, 14, 0], [4, 6, 14, 6, 15, 10, 13, 18, 0], [4, 5, 14, 6, 15, 8, 13, 18, 0], [4, 5, 14, 6, 15, 8, 13, 18, 0], [4, 5, 14, 6, 15, 8, 13, 18, 0], [5, 6, 14, 6, 15, 8, 13, 18, 0], [4, 6, 14, 6, 15, 9, 13, 18, 0], [4, 6, 12, 6, 15, 8, 13, 18, 0], [5, 6, 14, 6, 15, 8, 13, 18, 0], [4, 6, 14, 6, 15, 8, 13, 14, 0], [4, 6, 14, 6, 15, 10, 13, 18, 0], [4, 5, 14, 6, 15, 8, 13, 18, 0]] 
